ANO;PERIODO;REPRESENTANTE;CLIENTE;DATAFATURAMENTO;DATAVENCIMENTO;DATAPAGAMENTO;NOTA;SERIE;FATURA;TIPO;PARCELA;VALOR;VALID_COM;VALOR_COM_2;Processo da Comissao;Estorno Inadimplecia?
20;5;84633;84296;26/02/2020;05/07/2020;14/05/2020;1950518;1;34993401;RI;1;174,33;0,1;17,433;Parcelas Pagas no Mês                                                 ; 
20;5;84633;82772;17/03/2020;16/05/2020;20/05/2020;1971251;1;35881301;RI;1;610,4;0,1;61,04;Parcelas Pagas no Mês                                                 ; 
20;5;84633;83505;;28/02/2017;15/05/2020;1069836;1;8986;RH;3;641,02;0,09;57,6918;Parcelas Pagamento Legado                                             ; 
20;5;84633;83058;23/12/2019;12/05/2020;14/05/2020;1893138;1;31557801;RI;3;83,25;0,1;8,325;Parcelas Pagas no Mês                                                 ; 
20;5;84633;83058;23/12/2019;21/05/2020;25/05/2020;1893138;1;31557801;RI;4;83,25;0,1;8,325;Parcelas Pagas no Mês                                                 ; 
20;5;84633;88097;16/03/2020;05/05/2020;13/05/2020;1968925;1;35819101;RI;1;466,6;0,1;46,66;Parcelas Pagas no Mês                                                 ; 
20;5;84633;88097;10/12/2019;08/05/2020;12/05/2020;1881338;1;30749201;RI;4;500,75;0,1;50,075;Parcelas Pagas no Mês                                                 ; 
20;5;84633;84104;20/11/2019;18/05/2020;13/05/2020;1864344;1;29411901;RI;5;110,2;0,1;11,02;Parcelas Pagas no Mês                                                 ; 
20;5;84633;84104;10/03/2020;09/10/2020;19/05/2020;1963955;1;35594301;RI;2;844;0,1;84,4;Parcelas Pagas no Mês                                                 ; 
20;5;84633;84295;17/03/2020;06/05/2020;07/05/2020;1971265;1;35886501;RI;1;957,12;0,09;86,1408;Parcelas Pagas no Mês                                                 ; 
20;5;84633;84104;10/03/2020;09/09/2020;19/05/2020;1963955;1;35594301;RI;1;844;0,1;84,4;Parcelas Pagas no Mês                                                 ; 
20;5;84633;87596;18/03/2020;07/05/2020;08/05/2020;1971427;1;35901101;RI;1;831,25;0,09;74,8125;Parcelas Pagas no Mês                                                 ; 
20;5;84633;46676;10/03/2020;09/05/2020;13/05/2020;1963839;1;35588901;RI;1;1185,5;0,1;118,55;Parcelas Pagas no Mês                                                 ; 
20;5;84633;11494;30/01/2020;29/05/2020;20/05/2020;1922958;1;33370401;RI;1;177;0,09;15,93;Parcelas Pagas no Mês                                                 ; 
20;5;84633;88008;;10/04/2016;14/05/2020;880457;1;13404;RH;6;727,82;0,1;72,782;Parcelas Pagamento Legado                                             ; 
20;5;84633;85145;18/03/2020;07/05/2020;08/05/2020;1971402;1;35898601;RI;1;914;0,1;91,4;Parcelas Pagas no Mês                                                 ; 
20;5;84633;85145;18/03/2020;06/06/2020;19/05/2020;1971402;1;35898601;RI;2;914;0,1;91,4;Parcelas Pagas no Mês                                                 ; 
20;5;84633;83779;04/02/2020;18/06/2020;29/05/2020;1926656;1;33623201;RI;4;1437,75;0,09;129,3975;Parcelas Pagas no Mês                                                 ; 
20;5;84633;90146;29/01/2020;28/04/2020;05/05/2020;1920829;1;33208901;RI;3;521,74;0,1;52,174;Parcelas Pagas no Mês                                                 ; 
20;5;84633;83541;20/11/2019;02/05/2020;05/05/2020;1864024;1;29380201;RI;4;184,52;0,09;16,6068;Parcelas Pagas no Mês                                                 ; 
20;5;84633;82127;06/12/2019;04/05/2020;05/05/2020;1878748;1;30550601;RI;5;533,9;0,09;48,051;Parcelas Pagas no Mês                                                 ; 
20;5;84633;83779;04/02/2020;19/04/2020;04/05/2020;1926656;1;33623201;RI;2;1437,75;0,09;129,3975;Parcelas Pagas no Mês                                                 ; 
20;5;84633;83779;04/02/2020;19/05/2020;11/05/2020;1926656;1;33623201;RI;3;1437,75;0,09;129,3975;Parcelas Pagas no Mês                                                 ; 
20;5;84633;90981;25/03/2020;24/05/2020;15/05/2020;1975999;1;36189901;RI;1;32,5;0,06;1,95;Parcelas Pagas no Mês                                                 ; 
20;5;84633;84997;23/03/2020;22/05/2020;21/05/2020;1974603;1;36081001;RI;1;126,67;0,1;12,667;Parcelas Pagas no Mês                                                 ; 
20;5;84633;129799;03/02/2020;03/05/2020;22/05/2020;1924769;1;33498301;RI;2;782;0,1;78,2;Parcelas Pagas no Mês                                                 ; 
20;5;84633;88395;23/12/2019;21/05/2020;15/05/2020;1893122;1;31562201;RI;5;78;0,06;4,68;Parcelas Pagas no Mês                                                 ; 
20;5;84633;87904;23/12/2019;21/05/2020;22/05/2020;1893173;1;31553401;RI;4;175,5;0,1;17,55;Parcelas Pagas no Mês                                                 ; 
20;5;84633;47973;25/03/2020;24/05/2020;28/05/2020;1975552;1;36148601;RI;1;176,7;0,09;15,903;Parcelas Pagas no Mês                                                 ; 
20;5;84633;84121;13/11/2019;11/05/2020;12/05/2020;1860273;1;29056401;RI;5;477,2;0,1;47,72;Parcelas Pagas no Mês                                                 ; 
20;5;84633;163355;16/03/2020;05/05/2020;08/05/2020;1968411;1;35795401;RI;1;908,58;0,09;81,7722;Parcelas Pagas no Mês                                                 ; 
20;5;84633;157209;27/01/2020;26/04/2020;04/05/2020;1919805;1;33130601;RI;3;1018,4;0,1;101,84;Parcelas Pagas no Mês                                                 ; 
20;5;84633;47024;21/10/2019;18/02/2020;12/05/2020;1839343;1;27489001;RI;4;831,75;0,09;74,8575;Parcelas Pagas no Mês                                                 ; 
20;5;84633;47024;21/10/2019;19/01/2020;12/05/2020;1839343;1;27489001;RI;3;831,75;0,09;74,8575;Parcelas Pagas no Mês                                                 ; 
20;5;84633;47024;21/10/2019;19/03/2020;12/05/2020;1839343;1;27489001;RI;5;831,76;0,09;74,8584;Parcelas Pagas no Mês                                                 ; 
20;5;84633;47024;21/10/2019;18/04/2020;12/05/2020;1839343;1;27489001;RI;6;831,75;0,09;74,8575;Parcelas Pagas no Mês                                                 ; 
20;5;84633;47024;30/07/2019;26/01/2020;12/05/2020;1765962;1;22411401;RI;6;888,6;0,09;79,974;Parcelas Pagas no Mês                                                 ; 
20;5;84633;83968;07/02/2020;21/06/2020;20/05/2020;1930409;1;33863801;RI;2;578,6;0,1;57,86;Parcelas Pagas no Mês                                                 ; 
20;5;84633;83968;07/02/2020;07/05/2020;08/05/2020;1930409;1;33863801;RI;3;578,6;0,1;57,86;Parcelas Pagas no Mês                                                 ; 
20;5;84633;83968;23/03/2020;22/05/2020;25/05/2020;1974488;1;36080101;RI;1;191,33;0,1;19,133;Parcelas Pagas no Mês                                                 ; 
20;5;84633;84423;06/03/2020;05/05/2020;22/05/2020;1962218;1;35487401;RI;2;176,52;0,09;15,8868;Parcelas Pagas no Mês                                                 ; 
20;5;84633;66311;20/02/2020;21/03/2020;05/05/2020;1944688;1;34621401;RI;1;459,6;0,09;41,364;Parcelas Pagas no Mês                                                 ; 
20;5;84633;66311;20/02/2020;20/05/2020;19/05/2020;1944688;1;34621401;RI;3;459,6;0,09;41,364;Parcelas Pagas no Mês                                                 ; 
20;5;84633;66311;20/02/2020;20/04/2020;05/05/2020;1944688;1;34621401;RI;2;459,61;0,09;41,3649;Parcelas Pagas no Mês                                                 ; 
20;5;84633;83789;11/10/2019;08/04/2020;12/05/2020;1832132;1;26979201;RI;6;309,7;0,09;27,873;Parcelas Pagas no Mês                                                 ; 
20;5;84633;87288;18/02/2020;18/05/2020;19/05/2020;1941338;1;34409201;RI;2;1677,38;0,09;150,9642;Parcelas Pagas no Mês                                                 ; 
20;5;84633;92054;07/02/2020;22/05/2020;25/05/2020;1931004;1;33910901;RI;2;3166,2;0,09;284,958;Parcelas Pagas no Mês                                                 ; 
20;5;84633;92054;04/03/2020;03/05/2020;05/05/2020;1959176;1;35340601;RI;1;137,7;0,09;12,393;Parcelas Pagas no Mês                                                 ; 
20;5;84633;165234;20/12/2019;19/01/2020;13/05/2020;1890180;1;31344101;RI;1;632,75;0,1;63,275;Parcelas Pagas no Mês                                                 ; 
20;5;84633;92054;07/02/2020;22/05/2020;25/05/2020;1931004;1;33910901;RI;3;3166,2;0,09;284,958;Parcelas Pagas no Mês                                                 ; 
20;5;84633;84169;06/03/2020;05/05/2020;06/05/2020;1962217;1;35487301;RI;1;96,75;0,09;8,7075;Parcelas Pagas no Mês                                                 ; 
20;5;84633;93677;24/03/2020;23/05/2020;26/05/2020;1975478;1;36143901;RI;1;113,4;0,09;10,206;Parcelas Pagas no Mês                                                 ; 
20;5;84633;87527;22/10/2019;20/01/2020;12/05/2020;1839715;1;27514201;RI;3;802,35;0,09;72,2115;Parcelas Pagas no Mês                                                 ; 
20;5;84633;87527;22/07/2019;19/11/2019;12/05/2020;1758130;1;22047701;RI;4;888,6;0,09;79,974;Parcelas Pagas no Mês                                                 ; 
20;5;84633;87527;29/08/2019;12/11/2019;12/05/2020;1791826;1;24085001;RI;2;53,1;0,09;4,779;Parcelas Pagas no Mês                                                 ; 
20;5;84633;87527;22/10/2019;21/12/2019;12/05/2020;1839715;1;27514201;RI;2;802,36;0,09;72,2124;Parcelas Pagas no Mês                                                 ; 
20;5;84633;87527;22/10/2019;12/05/2020;13/05/2020;1839715;1;27514201;RI;5;802,36;0,09;72,2124;Parcelas Pagas no Mês                                                 ; 
20;5;84633;87527;22/10/2019;19/04/2020;12/05/2020;1839715;1;27514201;RI;6;802,35;0,09;72,2115;Parcelas Pagas no Mês                                                 ; 
20;5;84633;87527;29/08/2019;12/12/2019;12/05/2020;1791826;1;24085001;RI;3;53,1;0,09;4,779;Parcelas Pagas no Mês                                                 ; 
20;5;84633;87527;22/07/2019;19/12/2019;12/05/2020;1758130;1;22047701;RI;5;888,61;0,09;79,9749;Parcelas Pagas no Mês                                                 ; 
20;5;84633;87527;22/07/2019;18/01/2020;12/05/2020;1758130;1;22047701;RI;6;888,6;0,09;79,974;Parcelas Pagas no Mês                                                 ; 
20;5;84633;87527;22/10/2019;21/11/2019;12/05/2020;1839715;1;27514201;RI;1;802,35;0,09;72,2115;Parcelas Pagas no Mês                                                 ; 
20;5;84633;87527;22/10/2019;19/02/2020;12/05/2020;1839715;1;27514201;RI;4;802,35;0,09;72,2115;Parcelas Pagas no Mês                                                 ; 
20;5;84633;193691;18/02/2020;18/05/2020;19/05/2020;1941344;1;34409801;RI;2;999,8;0,1;99,98;Parcelas Pagas no Mês                                                 ; 
20;5;84633;82728;12/12/2019;10/04/2020;19/05/2020;1883234;1;30883001;RI;4;514,2;0,1;51,42;Parcelas Pagas no Mês                                                 ; 
20;5;84633;138629;27/11/2019;27/05/2020;19/05/2020;1871339;1;29966701;RI;5;977,17;0,09;87,9453;Parcelas Pagas no Mês                                                 ; 
20;5;84633;82728;12/12/2019;10/05/2020;21/05/2020;1883234;1;30883001;RI;5;514,2;0,1;51,42;Parcelas Pagas no Mês                                                 ; 
20;5;84633;82728;26/12/2019;24/04/2020;19/05/2020;1894385;1;31623801;RI;3;126;0,1;12,6;Parcelas Pagas no Mês                                                 ; 
20;5;84633;88093;05/12/2019;03/05/2020;05/05/2020;1877497;1;30453501;RI;5;1268,44;0,09;114,1596;Parcelas Pagas no Mês                                                 ; 
20;5;84633;140482;13/02/2020;13/05/2020;12/05/2020;1936342;1;34189201;RI;3;417,74;0,1;41,774;Parcelas Pagas no Mês                                                 ; 
20;5;84633;88093;05/12/2019;03/04/2020;06/05/2020;1877497;1;30453501;RI;4;1268,44;0,09;114,1596;Parcelas Pagas no Mês                                                 ; 
20;5;84633;138629;25/03/2020;24/05/2020;25/05/2020;1975625;1;36155901;RI;1;173,85;0,09;15,6465;Parcelas Pagas no Mês                                                 ; 
20;5;84633;84427;23/03/2020;22/05/2020;22/05/2020;1974733;1;36090201;RI;1;174;0,1;17,4;Parcelas Pagas no Mês                                                 ; 
20;5;84633;82229;25/03/2020;24/05/2020;20/05/2020;1975841;1;36176101;RI;1;142,5;0,1;14,25;Parcelas Pagas no Mês                                                 ; 
20;5;84633;83784;24/03/2020;23/05/2020;25/05/2020;1975214;1;36133801;RI;1;119,05;0,1;11,905;Parcelas Pagas no Mês                                                 ; 
20;5;84633;88735;22/10/2019;02/05/2020;12/05/2020;1839713;1;27514001;RI;5;831,76;0,09;74,8584;Parcelas Pagas no Mês                                                 ; 
20;5;84633;88735;22/10/2019;19/04/2020;12/05/2020;1839713;1;27514001;RI;6;831,75;0,09;74,8575;Parcelas Pagas no Mês                                                 ; 
20;5;84633;88735;22/10/2019;19/02/2020;12/05/2020;1839713;1;27514001;RI;4;831,75;0,09;74,8575;Parcelas Pagas no Mês                                                 ; 
20;5;84633;47015;06/03/2020;20/05/2020;28/05/2020;1962170;1;35486801;RI;2;1039;0,1;103,9;Parcelas Pagas no Mês                                                 ; 
20;5;84633;84182;23/03/2020;22/05/2020;28/05/2020;1974791;1;36095001;RI;1;176,7;0,09;15,903;Parcelas Pagas no Mês                                                 ; 
20;5;84633;47015;06/03/2020;20/04/2020;05/05/2020;1962170;1;35486801;RI;1;1039;0,1;103,9;Parcelas Pagas no Mês                                                 ; 
20;5;84633;83457;26/03/2020;25/05/2020;19/05/2020;1976323;1;36218801;RI;1;105;0,06;6,3;Parcelas Pagas no Mês                                                 ; 
20;5;84633;87913;25/03/2020;24/05/2020;27/05/2020;1975981;1;36188101;RI;1;193,5;0,09;17,415;Parcelas Pagas no Mês                                                 ; 
20;5;84633;87608;21/02/2020;12/05/2020;13/05/2020;1946812;1;34728001;RI;1;75,62;0,09;6,8058;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91894;20/02/2020;05/06/2020;28/05/2020;1945102;1;34648901;RI;2;539,1;0,09;48,519;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91894;20/02/2020;05/05/2020;06/05/2020;1945102;1;34648901;RI;1;539,1;0,09;48,519;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91644;10/02/2020;10/05/2020;12/05/2020;1931965;1;33954201;RI;3;685,4;0,1;68,54;Parcelas Pagas no Mês                                                 ; 
20;5;183496;83551;17/03/2020;06/05/2020;15/05/2020;1970138;1;35845601;RI;1;601,67;0,1;60,167;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91311;13/02/2020;12/07/2020;14/05/2020;1937186;1;34221701;RI;2;760,26;0,1;76,026;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91266;11/03/2020;25/05/2020;26/05/2020;1965942;1;35682901;RI;1;727,7;0,09;65,493;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91299;20/02/2020;05/06/2020;28/05/2020;1945003;1;34639101;RI;2;539,1;0,09;48,519;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91299;20/02/2020;05/05/2020;06/05/2020;1945003;1;34639101;RI;1;539,1;0,09;48,519;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91299;21/02/2020;05/05/2020;06/05/2020;1945608;1;34674901;RI;1;332,1;0,09;29,889;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91299;21/02/2020;05/06/2020;28/05/2020;1945608;1;34674901;RI;2;332,09;0,09;29,8881;Parcelas Pagas no Mês                                                 ; 
20;5;183496;98948;11/03/2020;10/05/2020;06/05/2020;1965925;1;35681201;RI;1;1543,75;0,1;154,375;Parcelas Pagas no Mês                                                 ; 
20;5;183496;97350;13/03/2020;02/05/2020;05/05/2020;1968238;1;35778601;RI;1;507,3;0,09;45,657;Parcelas Pagas no Mês                                                 ; 
20;5;183496;92692;11/03/2020;10/05/2020;12/05/2020;1964946;1;35630701;RI;2;808;0,1;80,8;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91551;09/03/2020;08/05/2020;11/05/2020;1962996;1;35538801;RI;1;1238;0,1;123,8;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91037;17/03/2020;06/05/2020;07/05/2020;1971189;1;35878201;RI;1;405,75;0,09;36,5175;Parcelas Pagas no Mês                                                 ; 
20;5;183496;92132;21/02/2020;21/05/2020;06/05/2020;1946903;1;34737101;RI;1;897,8;0,1;89,78;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91678;18/03/2020;07/05/2020;08/05/2020;1971372;1;35894801;RI;1;612,67;0,1;61,267;Parcelas Pagas no Mês                                                 ; 
20;5;183496;80704;13/03/2020;02/05/2020;05/05/2020;1968269;1;35781701;RI;1;589,5;0,09;53,055;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91674;18/03/2020;06/06/2020;05/05/2020;1971651;1;35920301;RI;2;183,5;0,1;18,35;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91674;15/04/2020;14/07/2020;20/05/2020;1979966;1;36355801;RI;2;47,25;0,08;3,78;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91674;15/04/2020;13/08/2020;28/05/2020;1979966;1;36355801;RI;3;47,25;0,08;3,78;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91674;15/04/2020;14/06/2020;20/05/2020;1979966;1;36355801;RI;1;47,25;0,08;3,78;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91674;18/03/2020;07/05/2020;08/05/2020;1971651;1;35920301;RI;1;183,5;0,1;18,35;Parcelas Pagas no Mês                                                 ; 
20;5;183496;100015;11/03/2020;10/05/2020;18/05/2020;1965978;1;35686601;RI;2;613,26;0,1;61,326;Parcelas Pagas no Mês                                                 ; 
20;5;183496;173702;10/03/2020;09/05/2020;12/05/2020;1964179;1;35605101;RI;2;1340;0,1;134;Parcelas Pagas no Mês                                                 ; 
20;5;183496;95615;18/03/2020;07/05/2020;08/05/2020;1971388;1;35896801;RI;1;388;0,1;38,8;Parcelas Pagas no Mês                                                 ; 
20;5;183496;95615;17/03/2020;06/05/2020;07/05/2020;1971275;1;35887401;RI;1;405,5;0,1;40,55;Parcelas Pagas no Mês                                                 ; 
20;5;165616;95758;27/02/2020;27/05/2020;28/05/2020;1951000;1;35027801;RI;3;34,85;0,08;2,788;Parcelas Pagas no Mês                                                 ; 
20;5;183496;95758;04/02/2020;04/05/2020;05/05/2020;1926650;1;33622601;RI;3;166,6;0,08;13,328;Parcelas Pagas no Mês                                                 ; 
20;5;183496;92211;17/03/2020;06/05/2020;07/05/2020;1970349;1;35862001;RI;1;684,72;0,09;61,6248;Parcelas Pagas no Mês                                                 ; 
20;5;165616;95758;27/02/2020;28/05/2020;28/05/2020;1951000;1;35027801;RI;2;34,85;0,08;2,788;Parcelas Pagas no Mês                                                 ; 
20;5;183496;47924;18/03/2020;17/05/2020;19/05/2020;1971715;1;35926701;RI;2;380,23;0,08;30,4184;Parcelas Pagas no Mês                                                 ; 
20;5;165616;178378;27/04/2020;26/06/2020;20/05/2020;1982737;1;36484801;RI;1;186;0,1;18,6;Parcelas Pagas no Mês                                                 ; 
20;5;183496;84219;11/03/2020;10/05/2020;12/05/2020;1965344;1;35652401;RI;2;2503,35;0,09;225,3015;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91895;20/02/2020;05/05/2020;06/05/2020;1945101;1;34648801;RI;1;539,1;0,09;48,519;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91895;20/02/2020;05/06/2020;28/05/2020;1945159;1;34654601;RI;2;332,09;0,09;29,8881;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91895;20/02/2020;05/06/2020;28/05/2020;1945101;1;34648801;RI;2;539,1;0,09;48,519;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91895;20/02/2020;05/05/2020;06/05/2020;1945159;1;34654601;RI;1;332,1;0,09;29,889;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91893;21/02/2020;05/05/2020;06/05/2020;1945624;1;34676501;RI;1;539,1;0,09;48,519;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91893;21/02/2020;05/06/2020;28/05/2020;1946703;1;34717101;RI;2;332,09;0,09;29,8881;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91893;21/02/2020;05/06/2020;28/05/2020;1945624;1;34676501;RI;2;539,1;0,09;48,519;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91893;21/02/2020;05/05/2020;06/05/2020;1946703;1;34717101;RI;1;332,1;0,09;29,889;Parcelas Pagas no Mês                                                 ; 
20;5;183496;84727;24/03/2020;23/05/2020;26/05/2020;1974942;1;36106401;RI;1;628,66;0,08;50,2928;Parcelas Pagas no Mês                                                 ; 
20;5;183496;84727;24/03/2020;23/05/2020;26/05/2020;1975220;1;36134401;RI;1;694,62;0,08;55,5696;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91891;20/02/2020;05/06/2020;28/05/2020;1945141;1;34652801;RI;2;539,1;0,09;48,519;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91891;20/02/2020;05/06/2020;28/05/2020;1945160;1;34654701;RI;2;332,09;0,09;29,8881;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91891;20/02/2020;05/05/2020;06/05/2020;1945141;1;34652801;RI;1;539,1;0,09;48,519;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91891;20/02/2020;05/05/2020;28/05/2020;1945160;1;34654701;RI;1;332,1;0,09;29,889;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91197;17/03/2020;06/05/2020;07/05/2020;1970803;1;35877401;RI;1;528,48;0,09;47,5632;Parcelas Pagas no Mês                                                 ; 
20;5;165616;95760;26/02/2020;26/05/2020;27/05/2020;1950448;1;34986401;RI;3;55,25;0,08;4,42;Parcelas Pagas no Mês                                                 ; 
20;5;165616;182618;28/01/2020;28/03/2020;06/05/2020;1920026;1;33151501;RI;2;813,33;0,1;81,333;Parcelas Pagas no Mês                                                 ; 
20;5;183496;95760;12/03/2020;11/05/2020;12/05/2020;1966335;1;35711401;RI;2;507,46;0,08;40,5968;Parcelas Pagas no Mês                                                 ; 
20;5;183496;95760;04/02/2020;04/05/2020;05/05/2020;1926649;1;33622501;RI;3;161,5;0,08;12,92;Parcelas Pagas no Mês                                                 ; 
20;5;165616;92145;04/03/2020;03/05/2020;05/05/2020;1959152;1;35338201;RI;2;41,44;0,08;3,3152;Parcelas Pagas no Mês                                                 ; 
20;5;165616;182618;28/01/2020;27/04/2020;12/05/2020;1920026;1;33151501;RI;3;813,33;0,1;81,333;Parcelas Pagas no Mês                                                 ; 
20;5;165616;92145;06/02/2020;06/05/2020;07/05/2020;1929373;1;33811301;RI;3;187;0,08;14,96;Parcelas Pagas no Mês                                                 ; 
20;5;165616;182618;28/01/2020;27/05/2020;29/05/2020;1920026;1;33151501;RI;4;813,33;0,1;81,333;Parcelas Pagas no Mês                                                 ; 
20;5;183496;93949;05/02/2020;05/05/2020;06/05/2020;1928803;1;33773801;RI;3;284,11;0,08;22,7288;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91814;13/03/2020;02/05/2020;05/05/2020;1967943;1;35766201;RI;1;915,17;0,1;91,517;Parcelas Pagas no Mês                                                 ; 
20;5;183496;93949;16/03/2020;05/05/2020;06/05/2020;1969686;1;35821101;RI;1;487,05;0,08;38,964;Parcelas Pagas no Mês                                                 ; 
20;5;183496;92268;05/03/2020;04/05/2020;05/05/2020;1959299;1;35349201;RI;1;64,5;0,09;5,805;Parcelas Pagas no Mês                                                 ; 
20;5;183496;49447;06/03/2020;05/05/2020;08/05/2020;1962138;1;35485501;RI;2;583,26;0,1;58,326;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91038;13/03/2020;02/05/2020;11/05/2020;1968248;1;35779601;RI;1;741,45;0,09;66,7305;Parcelas Pagas no Mês                                                 ; 
20;5;165616;92069;31/01/2020;30/04/2020;04/05/2020;1924286;1;33451801;RI;3;1069,2;0,1;106,92;Parcelas Pagas no Mês                                                 ; 
20;5;165616;92069;31/01/2020;30/05/2020;29/05/2020;1924286;1;33451801;RI;4;1069,2;0,1;106,92;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91738;23/04/2020;23/05/2020;22/05/2020;1980948;1;36418101;RI;1;539,6;0,1;53,96;Parcelas Pagas no Mês                                                 ; 
20;5;183496;92980;12/03/2020;24/05/2020;26/05/2020;1966672;1;35715101;RI;1;648,87;0,1;64,887;Parcelas Pagas no Mês                                                 ; 
20;5;183496;91198;17/03/2020;06/05/2020;07/05/2020;1970175;1;35849301;RI;1;751,32;0,09;67,6188;Parcelas Pagas no Mês                                                 ; 
20;5;185031;28526;12/03/2020;11/05/2020;12/05/2020;1966309;1;35700901;RI;1;394,84;0,05;19,742;Parcelas Pagas no Mês                                                 ; 
20;5;185031;97350;18/03/2020;17/05/2020;19/05/2020;1971724;1;35927601;RI;1;369,5;0,05;18,475;Parcelas Pagas no Mês                                                 ; 
20;5;185031;90770;09/03/2020;08/05/2020;13/05/2020;1963414;1;35548501;RI;1;282,4;0,05;14,12;Parcelas Pagas no Mês                                                 ; 
20;5;185031;90770;02/03/2020;01/05/2020;11/05/2020;1955311;1;35197601;RI;1;327,5;0,05;16,375;Parcelas Pagas no Mês                                                 ; 
20;5;185031;95615;18/03/2020;02/05/2020;05/05/2020;1971741;1;35929301;RI;1;553;0,05;27,65;Parcelas Pagas no Mês                                                 ; 
20;5;185031;92684;12/03/2020;11/05/2020;12/05/2020;1966961;1;35731301;RI;1;958,48;0,05;47,924;Parcelas Pagas no Mês                                                 ; 
20;5;185031;94567;11/03/2020;10/05/2020;12/05/2020;1965962;1;35684901;RI;1;775,48;0,05;38,774;Parcelas Pagas no Mês                                                 ; 
20;5;185031;81772;12/02/2020;12/05/2020;26/05/2020;1935029;1;34133201;RI;2;687;0,05;34,35;Parcelas Pagas no Mês                                                 ; 
20;5;185031;212087;29/04/2020;19/05/2020;14/05/2020;1984931;1;36536101;RI;1;1654,1;0,05;82,705;Parcelas Pagas no Mês                                                 ; 
20;5;185031;216166;23/03/2020;07/05/2020;08/05/2020;1973941;1;36031801;RI;1;400,63;0,05;20,0315;Parcelas Pagas no Mês                                                 ; 
20;5;82025;183938;13/02/2020;13/05/2020;27/05/2020;1936158;1;34182801;RI;3;451,8;0,1;45,18;Parcelas Pagas no Mês                                                 ; 
20;5;82025;84021;21/01/2020;20/04/2020;15/05/2020;1913482;1;32682101;RI;2;899,26;0,09;80,9334;Parcelas Pagas no Mês                                                 ; 
20;5;82025;190309;17/02/2020;17/05/2020;19/05/2020;1940966;1;34389401;RI;3;268,5;0,09;24,165;Parcelas Pagas no Mês                                                 ; 
20;5;82025;84021;21/01/2020;20/05/2020;22/05/2020;1913482;1;32682101;RI;3;899,25;0,09;80,9325;Parcelas Pagas no Mês                                                 ; 
20;5;82025;190309;17/02/2020;17/05/2020;19/05/2020;1940966;1;34389401;RI;2;268,5;0,09;24,165;Parcelas Pagas no Mês                                                 ; 
20;5;82025;190309;17/02/2020;17/05/2020;19/05/2020;1941111;1;34405601;RI;2;474,29;0,09;42,6861;Parcelas Pagas no Mês                                                 ; 
20;5;82025;190309;17/02/2020;17/05/2020;19/05/2020;1941111;1;34405601;RI;3;474,3;0,09;42,687;Parcelas Pagas no Mês                                                 ; 
20;5;82025;84893;04/02/2020;04/05/2020;05/05/2020;1926024;1;33598401;RI;3;59,44;0,06;3,5664;Parcelas Pagas no Mês                                                 ; 
20;5;82025;84893;13/12/2019;11/05/2020;12/05/2020;1884167;1;30950101;RI;5;38,12;0,06;2,2872;Parcelas Pagas no Mês                                                 ; 
20;5;82025;84893;03/09/2019;30/05/2020;28/05/2020;1796151;1;24433401;RI;7;603,94;0,06;36,2364;Parcelas Pagas no Mês                                                 ; 
20;5;82025;65916;13/02/2020;13/05/2020;14/05/2020;1937189;1;34222001;RI;3;494,16;0,06;29,6496;Parcelas Pagas no Mês                                                 ; 
20;5;82025;86302;18/03/2020;14/10/2020;19/05/2020;1971425;1;35900901;RI;1;163,84;0,07;11,4688;Parcelas Pagas no Mês                                                 ; 
20;5;82025;86302;16/03/2020;15/05/2020;15/05/2020;1968448;1;35799101;RI;1;1277,12;0,07;89,3984;Parcelas Pagas no Mês                                                 ; 
